SN 1998dk 6   00 14 41.27 -00 40 36.5 17.349 0.019  1.232 0.154 1.537 0.024  1.064 0.031  2.425 0.014 4
SN 1998dk 7   00 14 26.63 -00 41 15.9 16.705 0.014  1.354 0.057 1.307 0.014  0.829 0.010  1.581 0.013 4
SN 1998dm 1   01 26 12.33 -06 06 01.0 16.125 0.011  0.933 0.048 1.036 0.010  0.618 0.007  1.146 0.012 4
SN 1998dm 2   01 26 09.10 -06 05 58.2 16.953 0.012  0.876 0.045 1.046 0.011  0.629 0.008  1.181 0.013 4
SN 1998dm 3   01 26 07.15 -06 05 32.7 17.633 0.013  1.310 0.083 1.460 0.017  0.930 0.012  1.875 0.010 4
SN 1998dm 4   01 26 05.77 -06 05 58.9 17.742 0.012  0.406 0.046 0.826 0.011  0.457 0.008  0.910 0.014 4
SN 1998dm 5   01 26 11.93 -06 01 46.8 17.304 0.017  0.974 0.120 1.525 0.015  1.026 0.023  2.239 0.016 4
SN 1998dm 6   01 26 04.64 -06 02 06.3 15.238 0.011  0.156 0.041 0.674 0.012  0.381 0.008  0.753 0.011 4
SN 1998dm 7   01 25 57.54 -06 07 33.3 16.063 0.015  1.192 0.042 1.359 0.012  0.865 0.009  1.656 0.010 4
SN 1998dm 8   01 26 05.16 -06 09 10.3 16.170 0.013  0.713 0.044 0.937 0.012  0.542 0.008  1.048 0.010 4
SN 1998dm 9   01 26 20.60 -06 03 32.5 16.699 0.018  1.146 0.049 1.471 0.011  0.982 0.020  2.117 0.011 4
SN 1998dx 1   18 11 05.17 +49 50 20.8 15.413 0.010  0.021 0.043 0.625 0.014  0.368 0.008  0.734 0.021 3
SN 1998dx 2   18 11 08.65 +49 49 43.8 15.808 0.011  0.094 0.046 0.680 0.014  0.398 0.008  0.781 0.014 3
SN 1998dx 3   18 11 17.65 +49 49 47.6 16.869 0.011  0.544 0.040 0.844 0.014  0.480 0.009  0.891 0.025 3
SN 1998dx 4   18 11 29.28 +49 50 03.9 16.360 0.010  0.220 0.042 0.740 0.017  0.421 0.008  0.800 0.011 3
SN 1998dx 5   18 11 30.26 +49 51 53.9 16.429 0.012 -0.068 0.046 0.602 0.015  0.364 0.010  0.720 0.016 3
SN 1998dx 6   18 11 30.58 +49 54 19.4 16.009 0.011 -0.067 0.040 0.616 0.014  0.376 0.012  0.748 0.014 3
SN 1998dx 7   18 11 22.96 +49 53 00.6 15.312 0.010  0.037 0.044 0.650 0.014  0.388 0.011  0.751 0.017 3
