SN 1998ec 2451114.01 19.255 0.116 18.622 0.026 17.366 0.013 16.859 0.019 16.724 0.020 4sh-chip3/SAO
SN 1998ec 2451136.88 19.983 0.113 19.762 0.032 18.469 0.012 17.972 0.019 17.678 0.023 AndyCam/SAO
SN 1998ec 2451195.74 21.003 0.226 20.717 0.064 19.964 0.036 19.929 0.048 20.149 0.108 4sh-chip3/Harris+I_{SAO}
SN 1998ec 2451217.84 -      -     21.050 0.160 20.421 0.121 20.439 0.151 20.401 0.210 AndyCam/Harris+I_{SAO}
SN 1998ec 2451224.68 -      -     21.187 0.171 20.504 0.121 20.535 0.152 -      -     AndyCam/Harris+I_{SAO}
SN 1998ec 2451232.67 -      -     -      -     20.853 0.298 -      -     -      -     4sh-chip3/Harris+I_{SAO}
SN 1998ec 2451275.62 -      -     21.938 0.296 21.584 0.153 21.411 0.261 -      -     4sh-chip3/Harris+I_{SAO}
SN 1998ef 2451106.62 15.412 0.043 15.628 0.018 15.684 0.011 15.557 0.016 15.513 0.017 4sh-chip3/SAO
SN 1998ef 2451107.75 15.317 0.040 15.487 0.013 15.521 0.007 15.431 0.010 15.367 0.012 AndyCam/SAO
SN 1998ef 2451109.86 14.972 0.038 15.266 0.016 15.320 0.010 15.233 0.013 15.251 0.014 AndyCam/SAO
SN 1998ef 2451110.78 14.898 0.039 15.167 0.016 15.209 0.010 15.157 0.013 15.242 0.013 4sh-chip3/SAO
SN 1998ef 2451136.86 17.707 0.041 17.380 0.014 16.220 0.008 15.845 0.013 15.564 0.014 AndyCam/SAO
SN 1998ef 2451195.70 19.901 0.130 18.921 0.038 18.369 0.023 18.465 0.031 18.233 0.047 4sh-chip3/Harris+I_{SAO}
SN 1998ef 2451216.62 -      -     19.230 0.030 18.928 0.017 19.000 0.024 19.011 0.046 AndyCam/Harris+I_{SAO}
SN 1998ef 2451224.59 -      -     19.399 0.056 19.066 0.034 19.618 0.067 -      -     AndyCam/Harris+I_{SAO}
SN 1998eg 2451110.67 16.367 0.042 16.615 0.022 16.480 0.014 16.340 0.021 16.467 0.020 4sh-chip3/SAO
SN 1998eg 2451111.66 16.409 0.041 16.594 0.019 16.486 0.011 16.303 0.017 16.545 0.018 4sh-chip3/SAO
SN 1998eg 2451113.58 16.552 0.043 16.680 0.022 16.490 0.012 16.314 0.018 16.510 0.028 4sh-chip3/SAO
SN 1998eg 2451136.64 19.506 0.099 18.926 0.064 17.714 0.048 17.217 0.062 17.014 0.062 AndyCam/SAO
